url_length,num_dots,has_https,has_ip_address,num_special_chars,path_length,num_subdomains,has_suspicious_words,domain_length,num_digits_in_domain,label
46,2,1,0,0,20,3,0,11,1,0
40,1,0,0,2,18,2,0,6,2,0
53,1,1,0,0,23,0,0,3,0,0
56,5,1,0,2,17,0,0,4,1,0
68,3,1,1,6,50,1,1,20,4,1
33,1,1,0,1,3,1,0,9,0,0
36,3,1,0,0,9,1,0,14,1,0
34,2,1,0,2,13,0,0,12,0,0
38,7,0,0,1,34,3,0,26,5,1
151,5,0,0,4,16,4,0,16,0,1
43,3,1,0,2,2,6,0,18,7,1
84,2,0,0,4,26,4,0,19,3,1
38,2,1,0,0,0,1,0,5,1,0
76,2,0,1,6,29,3,0,15,1,1
29,1,0,0,4,53,2,0,23,6,1
72,3,0,0,6,67,1,1,38,1,1
35,1,0,0,2,12,2,1,18,2,1
119,2,1,0,0,55,2,0,11,2,1
89,7,0,0,6,55,3,0,13,8,1
29,3,1,1,6,0,3,0,35,1,1
30,4,1,0,0,24,1,0,10,1,0
57,1,1,0,1,12,1,0,3,0,0
21,2,1,0,2,11,0,0,10,0,0
45,1,1,0,0,5,2,1,6,0,0
77,4,0,0,4,16,2,0,31,2,1
74,2,0,0,4,27,3,1,25,0,1
97,2,1,0,5,24,1,0,21,3,1
35,4,0,0,1,28,3,1,30,2,1
59,3,0,0,0,22,1,0,6,0,0
118,2,1,0,5,35,3,0,25,3,1
47,1,0,0,0,7,0,0,13,0,0
63,2,1,0,0,12,5,0,14,0,0
74,4,1,0,8,30,4,0,10,3,1
34,4,1,0,0,8,1,0,11,0,0
43,2,1,0,1,13,2,0,10,1,0
16,1,1,0,1,25,0,0,16,0,0
45,5,1,0,2,5,2,0,13,1,0
56,1,1,0,1,11,1,0,3,0,0
73,2,1,0,1,12,1,0,11,0,0
37,1,0,0,3,24,3,0,5,8,1
57,1,1,0,0,10,0,0,12,1,0
44,2,1,0,3,8,1,0,8,0,0
66,2,1,0,3,17,2,0,13,1,0
10,1,1,0,3,30,1,0,4,1,0
84,1,0,0,5,45,2,0,18,1,1
118,2,0,1,4,13,1,0,24,2,1
103,5,0,0,4,47,4,0,27,2,1
80,9,0,0,7,35,3,0,7,6,1
31,1,1,0,2,16,1,0,9,0,0
47,6,0,1,3,25,2,0,26,5,1
91,4,1,1,4,45,1,0,19,3,1
58,1,0,0,1,66,3,1,11,3,1
58,1,1,0,2,8,1,0,12,0,0
73,1,0,0,8,60,2,1,23,3,1
41,3,1,0,3,17,1,0,12,0,0
51,1,1,0,1,16,1,0,13,0,0
22,1,1,0,2,12,3,0,17,0,0
48,4,0,1,3,39,5,1,7,3,1
16,1,1,0,1,10,1,0,12,0,0
42,1,1,0,3,1,0,0,11,0,0
71,2,0,0,4,30,2,0,20,7,1
98,3,0,0,4,16,4,1,26,3,1
49,2,1,0,1,4,3,0,10,0,0
24,4,1,0,3,53,8,0,11,4,1
69,1,0,0,0,9,1,0,11,0,0
117,4,1,0,4,20,2,0,11,3,1
32,2,1,0,2,18,0,0,13,0,0
33,1,0,0,1,15,1,0,7,0,0
76,2,0,0,2,0,0,0,12,0,0
41,3,1,0,1,0,0,0,5,1,0
82,3,0,0,5,45,0,1,15,2,1
27,1,1,0,2,0,1,0,10,1,0
139,7,1,0,4,32,1,1,26,2,1
47,1,1,0,1,27,0,0,10,0,0
61,2,0,0,0,28,2,0,7,0,0
99,6,1,0,8,0,1,0,24,2,1
47,3,1,1,1,17,1,0,14,1,0
40,1,1,0,0,20,0,0,10,1,0
109,4,0,0,5,0,3,0,19,4,1
120,4,0,0,1,49,4,0,10,3,1
37,2,1,0,0,17,0,0,3,0,0
72,4,1,0,1,14,3,0,3,0,0
98,5,0,0,2,40,2,0,21,3,1
85,7,1,0,5,34,6,1,28,0,1
21,5,1,0,1,17,1,0,12,1,0
70,3,0,0,3,46,3,0,30,2,1
33,1,1,0,1,15,0,0,8,1,0
106,6,0,0,3,39,4,0,25,1,1
86,5,0,0,1,35,3,0,17,2,1
49,3,1,0,1,16,0,0,6,0,0
92,6,0,0,5,50,2,0,22,1,1
44,1,1,0,0,6,1,0,9,0,0
97,3,0,1,3,32,4,1,24,0,1
54,1,1,0,0,3,4,0,12,0,0
31,3,1,0,0,29,1,0,4,0,0
64,3,0,0,0,56,3,1,21,2,1
68,10,0,0,3,26,3,1,25,2,1
122,5,0,0,9,41,1,0,21,5,1
81,3,0,1,5,38,5,0,10,2,1
58,8,0,0,2,49,2,1,19,4,1
93,3,0,0,1,51,2,0,10,1,1
48,2,1,0,2,22,1,0,9,0,0
113,3,0,0,4,41,1,1,5,2,1
97,2,0,0,3,35,0,0,19,3,1
